date,location_id,latitude,longitude,city,region,year,month,day,day_of_week,is_weekend,is_holiday,temperature,gdp_growth,inflation_rate,workforce_demand,demand_lag_1,demand_lag_7,demand_lag_30,demand_rolling_7,demand_rolling_30,demand_rolling_90,quarter,week_of_year,days_from_start,temp_season_interaction,region_season_interaction,gdp_ma_30,inflation_ma_30,distance_from_delhi,business_count,traffic_density,avg_speed_kmph,population_density,avg_income,employment_rate,business_per_1k_population,economic_activity_index,accessibility_score,location_encoded,city_encoded,region_encoded
2023-02-06,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,6,0,0,0,28.7,0.0543,0.0336,16,13.0,16.0,17.0,19.428571428571427,22.433333333333334,21.177777777777777,1,6,401,57.4,6,0.06036333333333334,0.03980333333333333,775.7097026355414,274,0.4201772452932183,33,8000,40000,0.65,34.25,71.24,0.282,6,0,3
2023-02-07,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,7,1,0,0,25.1,0.0551,0.0392,19,16.0,28.0,19.0,18.142857142857142,22.433333333333334,21.155555555555555,1,6,402,50.2,6,0.060193333333333335,0.03958333333333334,775.7097026355414,342,0.5616661301110557,27,8000,40000,0.65,42.75,88.92,0.41,6,0,3
2023-02-08,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,8,2,0,0,27.0,0.0658,0.0341,22,19.0,30.0,29.0,17.0,22.2,21.133333333333333,1,6,403,54.0,6,0.06049333333333333,0.03964,775.7097026355414,275,0.3063124250056542,37,8000,40000,0.65,34.38,71.5,0.193,6,0,3
2023-02-09,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,9,3,0,0,28.2,0.0652,0.0342,29,22.0,17.0,28.0,18.714285714285715,22.233333333333334,21.211111111111112,1,6,404,56.4,6,0.06091333333333334,0.039633333333333326,775.7097026355414,324,0.4138054446191327,33,8000,40000,0.65,40.5,84.24,0.277,6,0,3
2023-02-10,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,10,4,0,0,23.5,0.0581,0.0316,22,29.0,17.0,27.0,19.428571428571427,22.066666666666666,21.344444444444445,1,6,405,47.0,6,0.06075,0.039213333333333336,775.7097026355414,330,0.6381367865594212,24,8000,40000,0.65,41.25,85.8,0.485,6,0,3
2023-02-11,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,11,5,1,0,26.3,0.0701,0.0434,10,22.0,15.0,27.0,18.714285714285715,21.5,21.377777777777776,1,6,406,52.6,6,0.06150333333333333,0.03923,775.7097026355414,343,0.531633478841504,28,8000,40000,0.65,42.88,89.18,0.383,6,0,3
2023-02-12,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,12,6,1,0,24.8,0.0559,0.0414,15,10.0,13.0,30.0,19.0,21.0,21.266666666666666,1,6,407,49.6,6,0.06119666666666666,0.03901333333333333,775.7097026355414,336,0.3549248570441926,35,8000,40000,0.65,42.0,87.36,0.231,6,0,3
2023-02-13,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,13,0,0,0,25.0,0.0721,0.0389,22,15.0,16.0,18.0,19.857142857142858,21.133333333333333,21.211111111111112,1,7,408,50.0,6,0.06125333333333333,0.0391,775.7097026355414,313,0.6147329041862074,25,8000,40000,0.65,39.12,81.38,0.461,6,0,3
2023-02-14,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,14,1,0,0,25.0,0.0611,0.0396,15,22.0,19.0,19.0,19.285714285714285,21.0,21.066666666666666,1,7,409,50.0,6,0.061426666666666664,0.039139999999999994,775.7097026355414,295,0.6017052341137552,25,8000,40000,0.65,36.88,76.7,0.451,6,0,3
2023-02-15,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,15,2,0,1,27.4,0.0457,0.0477,35,15.0,22.0,21.0,21.142857142857142,21.466666666666665,21.2,1,7,410,54.8,6,0.06048333333333333,0.03912000000000001,775.7097026355414,341,0.6051258939442579,25,8000,40000,0.65,42.62,88.66,0.454,6,0,3
2023-02-16,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,16,3,0,0,31.5,0.0571,0.0391,8,35.0,29.0,33.0,18.142857142857142,20.633333333333333,21.033333333333335,1,7,411,63.0,6,0.06023,0.03933,775.7097026355414,255,0.4626032033928348,31,8000,40000,0.65,31.88,66.3,0.319,6,0,3
2023-02-17,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,17,4,0,0,26.2,0.06,0.0393,18,8.0,22.0,23.0,17.571428571428573,20.466666666666665,21.022222222222222,1,7,412,52.4,6,0.06037666666666667,0.03905333333333334,775.7097026355414,265,0.7797884334799084,18,8000,40000,0.65,33.12,68.9,0.639,6,0,3
2023-02-18,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,18,5,1,0,26.7,0.0504,0.0437,16,18.0,10.0,24.0,18.428571428571427,20.2,20.977777777777778,1,7,413,53.4,6,0.05984333333333334,0.03896666666666667,775.7097026355414,306,0.3647141886737458,35,8000,40000,0.65,38.25,79.56,0.237,6,0,3
2023-02-19,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,19,6,1,0,23.4,0.0679,0.0392,14,16.0,15.0,24.0,18.285714285714285,19.866666666666667,20.81111111111111,1,7,414,46.8,6,0.06066333333333333,0.03917,775.7097026355414,310,0.7518421798949869,19,8000,40000,0.65,38.75,80.6,0.609,6,0,3
2023-02-20,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,20,0,0,0,24.3,0.0357,0.0374,18,14.0,22.0,18.0,17.714285714285715,19.866666666666667,20.72222222222222,1,8,415,48.6,6,0.0594,0.038976666666666666,775.7097026355414,256,0.8134836935841487,17,8000,40000,0.65,32.0,66.56,0.675,6,0,3
2023-02-21,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,21,1,0,0,24.9,0.0471,0.0448,21,18.0,15.0,13.0,18.571428571428573,20.133333333333333,20.68888888888889,1,8,416,49.8,6,0.05877,0.039450000000000006,775.7097026355414,318,0.7467241030549809,20,8000,40000,0.65,39.75,82.68,0.597,6,0,3
2023-02-22,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,22,2,0,0,21.3,0.0821,0.0347,17,21.0,35.0,24.0,16.0,19.9,20.7,1,8,417,42.6,6,0.05972333333333334,0.039189999999999996,775.7097026355414,293,0.40285328801026926,33,8000,40000,0.65,36.62,76.18,0.27,6,0,3
2023-02-23,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,23,3,0,0,22.7,0.0614,0.0355,22,17.0,8.0,19.0,18.0,20.0,20.711111111111112,1,8,418,45.4,6,0.059583333333333335,0.03886,775.7097026355414,329,0.5018405749713128,29,8000,40000,0.65,41.12,85.54,0.356,6,0,3
2023-02-24,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,24,4,0,0,26.6,0.0641,0.0457,14,22.0,18.0,19.0,17.428571428571427,19.833333333333332,20.61111111111111,1,8,419,53.2,6,0.059626666666666675,0.03909666666666667,775.7097026355414,305,0.8391180222962773,16,8000,40000,0.65,38.12,79.3,0.705,6,0,3
2023-02-25,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,25,5,1,0,31.7,0.0627,0.0428,13,14.0,16.0,57.0,17.0,18.366666666666667,20.555555555555557,1,8,420,63.4,6,0.05969666666666667,0.03922,775.7097026355414,344,0.6964203387563304,22,8000,40000,0.65,43.0,89.44,0.543,6,0,3
2023-02-26,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,26,6,1,1,23.2,0.0652,0.0396,14,13.0,14.0,18.0,17.0,18.233333333333334,20.455555555555556,1,8,421,46.4,6,0.05989666666666667,0.039220000000000005,775.7097026355414,279,0.439441455295978,32,8000,40000,0.65,34.88,72.54,0.299,6,0,3
2023-02-27,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,27,0,0,0,22.6,0.0612,0.0406,19,14.0,18.0,17.0,17.142857142857142,18.3,20.4,1,9,422,45.2,6,0.06051666666666667,0.0391,775.7097026355414,275,0.5057246560527444,29,8000,40000,0.65,34.38,71.5,0.359,6,0,3
2023-02-28,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,2,28,1,0,0,26.9,0.043,0.0409,14,19.0,21.0,14.0,16.142857142857142,18.3,20.366666666666667,1,9,423,53.8,6,0.05952,0.03883333333333334,775.7097026355414,310,0.7786672434084261,18,8000,40000,0.65,38.75,80.6,0.639,6,0,3
2023-03-01,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,1,2,0,1,30.0,0.0667,0.0355,38,14.0,17.0,16.0,19.142857142857142,19.033333333333335,20.433333333333334,1,9,424,90.0,9,0.059653333333333336,0.038933333333333334,775.7097026355414,273,0.39082321959557126,34,8000,40000,0.65,34.12,70.98,0.258,6,0,3
2023-03-02,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,2,3,0,0,32.1,0.0516,0.0376,25,38.0,22.0,28.0,19.571428571428573,18.933333333333334,20.511111111111113,1,9,425,96.30000000000001,9,0.059309999999999995,0.03900666666666667,775.7097026355414,265,0.6922595977177922,22,8000,40000,0.65,33.12,68.9,0.54,6,0,3
2023-03-03,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,3,4,0,0,33.4,0.0474,0.035,23,25.0,14.0,30.0,20.857142857142858,18.7,20.58888888888889,1,9,426,100.19999999999999,9,0.05884666666666667,0.038926666666666665,775.7097026355414,315,0.8172326984009572,17,8000,40000,0.65,39.38,81.9,0.678,6,0,3
2023-03-04,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,4,5,1,0,21.5,0.0602,0.0459,13,23.0,13.0,17.0,20.857142857142858,18.566666666666666,20.544444444444444,1,9,427,64.5,9,0.05883666666666667,0.03897333333333333,775.7097026355414,274,0.556666517886732,27,8000,40000,0.65,34.25,71.24,0.406,6,0,3
2023-03-05,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,5,6,1,0,28.4,0.0542,0.0482,9,13.0,14.0,17.0,20.142857142857142,18.3,20.42222222222222,1,9,428,85.19999999999999,9,0.05852333333333334,0.03932666666666667,775.7097026355414,331,0.4550695373074863,31,8000,40000,0.65,41.38,86.06,0.314,6,0,3
2023-03-06,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,6,0,0,0,32.6,0.054,0.0439,16,9.0,19.0,15.0,19.714285714285715,18.333333333333332,20.377777777777776,1,10,429,97.80000000000001,9,0.05810666666666666,0.039626666666666664,775.7097026355414,342,0.8693374287125872,15,8000,40000,0.65,42.75,88.92,0.739,6,0,3
2023-03-07,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,7,1,0,0,27.6,0.0521,0.0416,19,16.0,14.0,13.0,20.428571428571427,18.533333333333335,20.38888888888889,1,10,430,82.80000000000001,9,0.058249999999999996,0.039823333333333336,775.7097026355414,253,0.8349173800861973,16,8000,40000,0.65,31.62,65.78,0.701,6,0,3
2023-03-08,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,8,2,0,0,25.9,0.0747,0.0427,17,19.0,38.0,16.0,17.428571428571427,18.566666666666666,20.4,1,10,431,77.69999999999999,9,0.058929999999999996,0.040126666666666665,775.7097026355414,283,0.7984039858322751,18,8000,40000,0.65,35.38,73.58,0.655,6,0,3
2023-03-09,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,9,3,0,0,26.8,0.0581,0.0388,21,17.0,25.0,19.0,16.857142857142858,18.633333333333333,20.366666666666667,1,10,432,80.4,9,0.05903,0.04011333333333333,775.7097026355414,268,0.314823695112807,37,8000,40000,0.65,33.5,69.68,0.198,6,0,3
2023-03-10,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,10,4,0,0,29.9,0.0597,0.036,20,21.0,23.0,22.0,16.428571428571427,18.566666666666666,20.355555555555554,1,10,433,89.69999999999999,9,0.058826666666666666,0.040176666666666666,775.7097026355414,336,0.5105322821526361,29,8000,40000,0.65,42.0,87.36,0.362,6,0,3
2023-03-11,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,11,5,1,0,28.1,0.0456,0.0293,15,20.0,13.0,29.0,16.714285714285715,18.1,20.355555555555554,1,10,434,84.30000000000001,9,0.05817333333333333,0.04001333333333334,775.7097026355414,330,0.3935904291254175,34,8000,40000,0.65,41.25,85.8,0.26,6,0,3
2023-03-12,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,12,6,1,0,25.5,0.0643,0.0361,14,15.0,9.0,22.0,17.428571428571427,17.833333333333332,20.27777777777778,1,10,435,76.5,9,0.058379999999999994,0.040163333333333336,775.7097026355414,259,0.5247983013227313,29,8000,40000,0.65,32.38,67.34,0.373,6,0,3
2023-03-13,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,13,0,0,0,26.9,0.0775,0.0448,19,14.0,16.0,10.0,17.857142857142858,18.133333333333333,20.244444444444444,1,11,436,80.69999999999999,9,0.058626666666666674,0.040209999999999996,775.7097026355414,251,0.4854303332239932,30,8000,40000,0.65,31.38,65.26,0.34,6,0,3
2023-03-14,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,14,1,0,0,28.1,0.0682,0.0405,23,19.0,19.0,15.0,18.428571428571427,18.4,20.233333333333334,1,11,437,84.30000000000001,9,0.05903666666666667,0.04018,775.7097026355414,254,0.6506323766096487,23,8000,40000,0.65,31.75,66.04,0.501,6,0,3
2023-03-15,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,15,2,0,1,27.8,0.046,0.03,36,23.0,17.0,22.0,21.142857142857142,18.866666666666667,20.3,1,11,438,83.4,9,0.058166666666666665,0.03988333333333334,775.7097026355414,318,0.7189757158616632,21,8000,40000,0.65,39.75,82.68,0.568,6,0,3
2023-03-16,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,16,3,0,0,29.4,0.0654,0.0474,25,36.0,21.0,15.0,21.714285714285715,19.2,20.344444444444445,1,11,439,88.19999999999999,9,0.05831,0.04014333333333333,775.7097026355414,342,0.39671662539417624,34,8000,40000,0.65,42.75,88.92,0.262,6,0,3
2023-03-17,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,17,4,0,0,26.9,0.0576,0.0437,12,25.0,20.0,35.0,20.571428571428573,18.433333333333334,20.322222222222223,1,11,440,80.69999999999999,9,0.058706666666666664,0.04001,775.7097026355414,349,0.49838636135111775,30,8000,40000,0.65,43.62,90.74,0.349,6,0,3
2023-03-18,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,18,5,1,0,24.4,0.0479,0.0457,11,12.0,15.0,8.0,20.0,18.533333333333335,20.244444444444444,1,11,441,73.19999999999999,9,0.0584,0.04023,775.7097026355414,266,0.5810777786992617,26,8000,40000,0.65,33.25,69.16,0.43,6,0,3
2023-03-19,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,19,6,1,0,26.3,0.0663,0.0365,11,11.0,14.0,18.0,19.571428571428573,18.3,20.177777777777777,1,11,442,78.9,9,0.05861,0.04013666666666667,775.7097026355414,288,0.3352763161204642,36,8000,40000,0.65,36.0,74.88,0.215,6,0,3
2023-03-20,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,20,0,0,0,23.3,0.0594,0.0425,12,11.0,19.0,16.0,18.571428571428573,18.166666666666668,20.08888888888889,1,12,443,69.9,9,0.05891,0.04009666666666667,775.7097026355414,316,0.6585883779246055,23,8000,40000,0.65,39.5,82.16,0.507,6,0,3
2023-03-21,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,21,1,0,0,29.3,0.0439,0.0323,18,12.0,23.0,14.0,17.857142857142858,18.3,20.07777777777778,1,12,444,87.9,9,0.058109999999999995,0.03986666666666667,775.7097026355414,335,0.8827950015697124,14,8000,40000,0.65,41.88,87.1,0.759,6,0,3
2023-03-22,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,22,2,0,0,31.7,0.0677,0.0367,27,18.0,36.0,18.0,16.571428571428573,18.6,20.211111111111112,1,12,445,95.1,9,0.05917666666666667,0.039843333333333335,775.7097026355414,319,0.762883184835743,19,8000,40000,0.65,39.88,82.94,0.618,6,0,3
2023-03-23,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,23,3,0,0,28.0,0.0731,0.042,18,27.0,25.0,21.0,15.571428571428571,18.5,20.122222222222224,1,12,446,84.0,9,0.06004333333333333,0.039749999999999994,775.7097026355414,318,0.4610907584792826,31,8000,40000,0.65,39.75,82.68,0.318,6,0,3
2023-03-24,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,24,4,0,0,27.5,0.0679,0.0415,20,18.0,12.0,17.0,16.714285714285715,18.6,20.166666666666668,1,12,447,82.5,9,0.05957,0.03997666666666667,775.7097026355414,347,0.5065283470469342,29,8000,40000,0.65,43.38,90.22,0.36,6,0,3
2023-03-25,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,25,5,1,0,25.8,0.0589,0.0346,13,20.0,11.0,22.0,17.0,18.3,20.144444444444446,1,12,448,77.4,9,0.05948666666666667,0.03994666666666667,775.7097026355414,305,0.844021671362746,16,8000,40000,0.65,38.12,79.3,0.709,6,0,3
2023-03-26,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,26,6,1,1,28.3,0.036,0.0388,19,13.0,11.0,14.0,18.142857142857142,18.466666666666665,20.11111111111111,1,12,449,84.9,9,0.05855,0.039716666666666664,775.7097026355414,293,0.5563653265430117,27,8000,40000,0.65,36.62,76.18,0.406,6,0,3
2023-03-27,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,27,0,0,0,29.5,0.0664,0.0379,14,19.0,12.0,13.0,18.428571428571427,18.5,20.1,1,13,450,88.5,9,0.058673333333333334,0.039553333333333336,775.7097026355414,286,0.322985069870878,37,8000,40000,0.65,35.75,74.36,0.203,6,0,3
2023-03-28,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,28,1,0,0,29.8,0.0577,0.0477,21,14.0,18.0,14.0,18.857142857142858,18.733333333333334,20.122222222222224,1,13,451,89.4,9,0.058423333333333334,0.039823333333333336,775.7097026355414,305,0.62801536113733,24,8000,40000,0.65,38.12,79.3,0.477,6,0,3
2023-03-29,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,29,2,0,0,32.4,0.0577,0.0358,16,21.0,27.0,19.0,17.285714285714285,18.633333333333333,20.066666666666666,1,13,452,97.19999999999999,9,0.05830666666666666,0.039663333333333335,775.7097026355414,306,0.7766482166519242,18,8000,40000,0.65,38.25,79.56,0.637,6,0,3
2023-03-30,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,30,3,0,0,24.7,0.0678,0.032,17,16.0,18.0,14.0,17.142857142857142,18.733333333333334,20.044444444444444,1,13,453,74.1,9,0.059133333333333336,0.03936666666666667,775.7097026355414,292,0.8264847114401239,16,8000,40000,0.65,36.5,75.92,0.694,6,0,3
2023-03-31,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,3,31,4,0,0,25.2,0.0684,0.0401,24,17.0,20.0,38.0,17.714285714285715,18.266666666666666,20.18888888888889,1,13,454,75.6,9,0.05919,0.03952,775.7097026355414,333,0.6801284371518947,22,8000,40000,0.65,41.62,86.58,0.531,6,0,3
2023-04-01,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,1,5,1,1,31.2,0.0635,0.0407,23,24.0,13.0,25.0,19.142857142857142,18.2,20.133333333333333,2,13,455,124.8,12,0.05958666666666667,0.03962333333333333,775.7097026355414,330,0.7926967920309734,18,8000,40000,0.65,41.25,85.8,0.65,6,0,3
2023-04-02,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,2,6,1,0,30.1,0.0546,0.0362,10,23.0,19.0,23.0,17.857142857142858,17.766666666666666,19.955555555555556,2,13,456,120.4,12,0.05982666666666667,0.039663333333333335,775.7097026355414,281,0.5105154451320135,29,8000,40000,0.65,35.12,73.06,0.362,6,0,3
2023-04-03,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,3,0,0,0,33.0,0.0522,0.0375,25,10.0,14.0,13.0,19.428571428571427,18.166666666666668,19.944444444444443,2,14,457,132.0,12,0.059559999999999995,0.03938333333333333,775.7097026355414,348,0.40581687582359355,33,8000,40000,0.65,43.5,90.48,0.272,6,0,3
2023-04-04,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,4,1,0,0,32.1,0.0492,0.0359,18,25.0,21.0,9.0,19.0,18.466666666666665,19.944444444444443,2,14,458,128.4,12,0.059393333333333326,0.03897333333333333,775.7097026355414,301,0.6395519530480456,24,8000,40000,0.65,37.62,78.26,0.486,6,0,3
2023-04-05,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,5,2,0,0,33.6,0.0585,0.04,23,18.0,16.0,16.0,20.0,18.7,20.0,2,14,459,134.4,12,0.059543333333333344,0.038843333333333334,775.7097026355414,277,0.39756263122621116,34,8000,40000,0.65,34.62,72.02,0.262,6,0,3
2023-04-06,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,6,3,0,0,32.4,0.0652,0.0422,20,23.0,17.0,19.0,20.428571428571427,18.733333333333334,19.91111111111111,2,14,460,129.6,12,0.059980000000000006,0.03886333333333333,775.7097026355414,289,0.807958955800272,17,8000,40000,0.65,36.12,75.14,0.671,6,0,3
2023-04-07,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,7,4,0,0,32.6,0.0449,0.0432,14,20.0,24.0,17.0,19.0,18.633333333333333,19.877777777777776,2,14,461,130.4,12,0.058986666666666666,0.038880000000000005,775.7097026355414,337,0.5111032882499338,29,8000,40000,0.65,42.12,87.62,0.363,6,0,3
2023-04-08,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,8,5,1,0,31.2,0.0588,0.0294,16,14.0,23.0,21.0,18.0,18.466666666666665,19.844444444444445,2,14,462,124.8,12,0.05901,0.038566666666666666,775.7097026355414,259,0.5499200924075255,28,8000,40000,0.65,32.38,67.34,0.396,6,0,3
2023-04-09,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,9,6,1,0,35.1,0.0715,0.0474,17,16.0,10.0,20.0,19.0,18.366666666666667,19.711111111111112,2,14,463,140.4,12,0.059403333333333336,0.03894666666666667,775.7097026355414,286,0.7236831287246437,21,8000,40000,0.65,35.75,74.36,0.572,6,0,3
2023-04-10,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,10,0,0,0,35.7,0.0748,0.0325,15,17.0,25.0,15.0,17.571428571428573,18.366666666666667,19.566666666666666,2,15,464,142.8,12,0.06037666666666667,0.039053333333333336,775.7097026355414,340,0.31336356304449137,37,8000,40000,0.65,42.5,88.4,0.197,6,0,3
2023-04-11,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,11,1,0,0,31.9,0.0686,0.028,20,15.0,18.0,14.0,17.857142857142858,18.566666666666666,19.488888888888887,2,15,465,127.6,12,0.060520000000000004,0.03878333333333333,775.7097026355414,316,0.817174984454617,17,8000,40000,0.65,39.5,82.16,0.678,6,0,3
2023-04-12,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,12,2,0,0,32.7,0.0692,0.0397,28,20.0,23.0,19.0,18.571428571428573,18.866666666666667,19.5,2,15,466,130.8,12,0.06024333333333333,0.03861333333333334,775.7097026355414,311,0.837977371062997,16,8000,40000,0.65,38.88,80.86,0.704,6,0,3
2023-04-13,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,13,3,0,0,26.0,0.0562,0.0442,22,28.0,20.0,23.0,18.857142857142858,18.833333333333332,19.41111111111111,2,15,467,104.0,12,0.05984333333333333,0.03873666666666667,775.7097026355414,278,0.5484200859468732,28,8000,40000,0.65,34.75,72.28,0.395,6,0,3
2023-04-14,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,14,4,0,0,28.1,0.0606,0.0359,22,22.0,14.0,36.0,20.0,18.366666666666667,19.455555555555556,2,15,468,112.4,12,0.06033,0.038933333333333334,775.7097026355414,330,0.4648390260373896,31,8000,40000,0.65,41.25,85.8,0.321,6,0,3
2023-04-15,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,15,5,1,1,28.4,0.0662,0.0456,17,22.0,16.0,25.0,20.142857142857142,18.1,19.433333333333334,2,15,469,113.6,12,0.06035666666666666,0.038873333333333336,775.7097026355414,271,0.6992212660124545,22,8000,40000,0.65,33.88,70.46,0.545,6,0,3
2023-04-16,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,16,6,1,0,28.6,0.0677,0.0442,20,17.0,17.0,12.0,20.571428571428573,18.366666666666667,19.42222222222222,2,15,470,114.4,12,0.060693333333333335,0.03889,775.7097026355414,298,0.604322487666385,25,8000,40000,0.65,37.25,77.48,0.453,6,0,3
2023-04-17,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,17,0,0,0,30.2,0.0491,0.0374,18,20.0,15.0,11.0,21.0,18.6,19.255555555555556,2,16,471,120.8,12,0.060733333333333334,0.038613333333333326,775.7097026355414,260,0.46856718421714355,31,8000,40000,0.65,32.5,67.6,0.323,6,0,3
2023-04-18,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,18,1,0,0,37.1,0.0711,0.0319,21,18.0,20.0,11.0,21.142857142857142,18.933333333333334,19.233333333333334,2,16,472,148.4,12,0.060893333333333334,0.03846,775.7097026355414,306,0.8606999219789384,15,8000,40000,0.65,38.25,79.56,0.732,6,0,3
2023-04-19,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,19,2,0,0,36.9,0.0527,0.0397,17,21.0,28.0,12.0,19.571428571428573,19.1,19.155555555555555,2,16,473,147.6,12,0.06067,0.03836666666666667,775.7097026355414,271,0.5544756170021533,27,8000,40000,0.65,33.88,70.46,0.405,6,0,3
2023-04-20,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,20,3,0,0,36.5,0.0409,0.0318,13,17.0,22.0,18.0,18.285714285714285,18.933333333333334,19.033333333333335,2,16,474,146.0,12,0.06057,0.03835,775.7097026355414,252,0.5996210996520183,26,8000,40000,0.65,31.5,65.52,0.444,6,0,3
2023-04-21,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,21,4,0,0,38.8,0.0571,0.0398,25,13.0,22.0,27.0,18.714285714285715,18.866666666666667,19.11111111111111,2,16,475,155.2,12,0.06021666666666667,0.03845333333333333,775.7097026355414,287,0.8100070016912975,17,8000,40000,0.65,35.88,74.62,0.672,6,0,3
2023-04-22,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,22,5,1,0,33.9,0.0563,0.0376,17,25.0,17.0,18.0,18.714285714285715,18.833333333333332,19.155555555555555,2,16,476,135.6,12,0.05965666666666667,0.03830666666666667,775.7097026355414,290,0.4610925153988984,31,8000,40000,0.65,36.25,75.4,0.318,6,0,3
2023-04-23,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,23,6,1,0,33.7,0.0591,0.0378,10,17.0,20.0,20.0,17.285714285714285,18.5,19.0,2,16,477,134.8,12,0.05936333333333333,0.03818333333333333,775.7097026355414,283,0.5011344900280795,29,8000,40000,0.65,35.38,73.58,0.356,6,0,3
2023-04-24,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,24,0,0,0,30.3,0.0662,0.0444,16,10.0,18.0,13.0,17.0,18.6,18.966666666666665,2,17,478,121.2,12,0.05960666666666667,0.03851,775.7097026355414,328,0.6313308157793958,24,8000,40000,0.65,41.0,85.28,0.48,6,0,3
2023-04-25,LOC_007,23.0225,72.5714,Ahmedabad,West,2023,4,25,1,0,0,31.7,0.0515,0.0447,19,16.0,21.0,19.0,16.714285714285715,18.6,18.966666666666665,2,17,479,126.8,12,0.06012333333333333,0.03870666666666667,775.7097026355414,330,0.8909968631417529,14,8000,40000,0.65,41.25,85.8,0.766,6,0,3
